Drug,Drug_Name,label
DB01014,Balsalazide,0
DB01015,Sulfamethoxazole,0
DB01016,Glyburide,0
DB01017,Minocycline,0
DB01018,Guanfacine,0
DB01019,Bethanechol,0
DB01020,Isosorbide mononitrate,0
DB01021,Trichlormethiazide,0
DB01022,Phylloquinone,0
DB01023,Felodipine,0
DB01024,Mycophenolic acid,0
DB01025,Amlexanox,0
DB01026,Ketoconazole,0
DB01028,Methoxyflurane,0
DB01029,Irbesartan,0
DB01030,Topotecan,0
DB01031,Ethinamate,0
DB01032,Probenecid,0
DB01033,Mercaptopurine,0
DB01035,Procainamide,0
DB01036,Tolterodine,0
DB01037,Selegiline,0
DB01039,Fenofibrate,0
DB01041,Thalidomide,0
DB01042,Melphalan,0
DB01043,Memantine,1
DB01044,Gatifloxacin,0
DB01045,Rifampicin,0
DB01046,Lubiprostone,0
DB01047,Fluocinonide,0
DB01048,Abacavir,0
DB01049,Ergoloid mesylate,0
DB01050,Ibuprofen,0
DB01051,Novobiocin,0
DB01053,Benzylpenicillin,0
DB01054,Nitrendipine,0
DB01056,Tocainide,0
DB01057,Echothiophate,0
DB01058,Praziquantel,0
DB01059,Norfloxacin,0
DB01060,Amoxicillin,0
DB01061,Azlocillin,0
DB01062,Oxybutynin,0
DB01063,Acetophenazine,0
DB01064,Isoprenaline,0
DB01065,Melatonin,0
DB01066,Cefditoren,0
DB01067,Glipizide,0
DB01068,Clonazepam,0
DB01069,Promethazine,0
DB01070,Dihydrotachysterol,0
DB01072,Atazanavir,0
DB01073,Fludarabine,0
DB01074,Perhexiline,0
DB01075,Diphenhydramine,0
DB01076,Atorvastatin,0
DB01077,Etidronic acid,0
DB01078,Deslanoside,0
DB01079,Tegaserod,0
DB01080,Vigabatrin,0
DB01081,Diphenoxylate,0
DB01082,Streptomycin,0
DB01083,Orlistat,0
DB01084,Emedastine,0
DB01085,Pilocarpine,0
DB01086,Benzocaine,0
DB01087,Primaquine,0
DB01088,Iloprost,0
DB01089,Deserpidine,0
DB01090,Pentolinium,0
DB01091,Butenafine,0
DB01092,Ouabain,0
DB01093,Dimethyl sulfoxide,0
DB01095,Fluvastatin,0
DB01096,Oxamniquine,0
DB01097,Leflunomide,0
DB01098,Rosuvastatin,0
DB01099,Flucytosine,0
DB01100,Pimozide,0
DB01101,Capecitabine,0
DB01102,Arbutamine,0
DB01104,Sertraline,0
DB01105,Sibutramine,0
DB01106,Levocabastine,0
DB01107,Methyprylon,0
DB01108,Trilostane,0
DB01109,Heparin,0
DB01110,Miconazole,0
DB01111,Colistimethate,0
DB01112,Cefuroxime,0
DB01113,Papaverine,0
DB01114,Chlorpheniramine,0
DB01115,Nifedipine,0
DB01116,Trimethaphan,0
DB01117,Atovaquone,0
DB01118,Amiodarone,0
DB01119,Diazoxide,0
DB01120,Gliclazide,0
DB01121,Phenacemide,0
DB01122,Ambenonium,0
DB01123,Proflavine,0
DB01124,Tolbutamide,0
DB01125,Anisindione,0
DB01126,Dutasteride,0
DB01127,Econazole,0
DB01128,Bicalutamide,0
DB01129,Rabeprazole,0
DB01130,Prednicarbate,0
DB01131,Proguanil,0
DB01132,Pioglitazone,0
DB01133,Tiludronic acid,0
DB01135,Doxacurium,0
DB01136,Carvedilol,0
DB01137,Levofloxacin,0
DB01138,Sulfinpyrazone,0
DB01139,Cefapirin,0
DB01140,Cefadroxil,0
DB01141,Micafungin,0
DB01142,Doxepin,0
DB01143,Amifostine,0
DB01144,Diclofenamide,0
DB01145,Sulfoxone,0
DB01146,Diphenylpyraline,0
DB01147,Cloxacillin,0
DB01148,Flavoxate,0
DB01149,Nefazodone,0
DB01150,Cefprozil,0
DB01151,Desipramine,0
DB01152,Candicidin,0
DB01153,Sertaconazole,0
DB01154,Thiamylal,0
DB01155,Gemifloxacin,0
DB01156,Bupropion,0
DB01157,Trimetrexate,0
DB01158,Bretylium,0
DB01159,Halothane,0
DB01160,Dinoprost tromethamine,0
DB01161,Chloroprocaine,0
DB01162,Terazosin,0
DB01164,Calcium chloride,0
DB01165,Ofloxacin,0
DB01166,Cilostazol,0
DB01167,Itraconazole,0
DB01168,Procarbazine,0
DB01169,Arsenic trioxide,0
DB01170,Guanethidine,0
DB01171,Moclobemide,0
DB01172,Kanamycin,0
DB01173,Orphenadrine,0
DB01174,Phenobarbital,0
DB01175,Escitalopram,0
DB01176,Cyclizine,0
DB01177,Idarubicin,0
DB01178,Chlormezanone,0
DB01179,Podofilox,0
DB01180,Rescinnamine,0
DB01181,Ifosfamide,0
DB01182,Propafenone,0
DB01183,Naloxone,0
DB01184,Domperidone,0
DB01185,Fluoxymesterone,0
DB01186,Pergolide,0
DB01187,Iophendylate,0
DB01188,Ciclopirox,0
DB01189,Desflurane,0
DB01190,Clindamycin,0
DB01191,Dexfenfluramine,0
DB01192,Oxymorphone,0
DB01193,Acebutolol,0
DB01194,Brinzolamide,0
DB01195,Flecainide,0
DB01196,Estramustine,0
DB01197,Captopril,0
DB01198,Zopiclone,0
DB01199,Tubocurarine,0
DB01200,Bromocriptine,0
DB01201,Rifapentine,0
DB01202,Levetiracetam,0
DB01203,Nadolol,0
DB01204,Mitoxantrone,0
DB01205,Flumazenil,0
DB01206,Lomustine,0
DB01208,Sparfloxacin,0
DB01209,Dezocine,0
DB01210,Levobunolol,0
DB01211,Clarithromycin,0
DB01212,Ceftriaxone,0
DB01213,Fomepizole,0
DB01214,Metipranolol,0
DB01215,Estazolam,0
DB01216,Finasteride,0
DB01217,Anastrozole,0
DB01218,Halofantrine,0
DB01219,Dantrolene,0
DB01220,Rifaximin,0
DB01221,Ketamine,0
DB01222,Budesonide,0
DB01223,Aminophylline,0
DB01224,Quetiapine,0
DB01225,Enoxaparin,0
DB01226,Mivacurium,0
DB01227,Levacetylmethadol,0
DB01228,Encainide,0
DB01229,Paclitaxel,0
DB01230,Pemoline,0
DB01231,Diphenidol,0
DB01232,Saquinavir,0
DB01233,Metoclopramide,0
DB01234,Dexamethasone,0
DB01235,Levodopa,0
DB01236,Sevoflurane,0
DB01237,Bromodiphenhydramine,0
DB01238,Aripiprazole,0
DB01239,Chlorprothixene,0
DB01240,Epoprostenol,0
DB01241,Gemfibrozil,0
DB01242,Clomipramine,0
DB01243,Chloroxine,0
DB01244,Bepridil,0
DB01245,Decamethonium,0
DB01246,Alimemazine,0
DB01247,Isocarboxazid,0
DB01248,Docetaxel,0
DB01249,Iodixanol,0
DB01250,Olsalazine,0
DB01251,Gliquidone,0
DB01253,Ergometrine,0
DB01254,Dasatinib,0
DB01255,Lisdexamfetamine,0
DB01256,Retapamulin,0
DB01257,Eculizumab,0
DB01259,Lapatinib,0
DB01260,Desonide,0
DB01261,Sitagliptin,0
DB01262,Decitabine,0
DB01263,Posaconazole,0
DB01264,Darunavir,0
DB01265,Telbivudine,0
DB01266,Sinecatechins,0
DB01267,Paliperidone,0
DB01268,Sunitinib,0
DB01269,Panitumumab,0
DB01270,Ranibizumab,0
DB01271,Idursulfase,0
DB01272,Alglucosidase alfa,0
DB01273,Varenicline,0
DB01274,Arformoterol,0
DB01275,Hydralazine,0
DB01276,Exenatide,0
DB01277,Mecasermin,0
DB01278,Pramlintide,0
DB01279,Galsulfase,0
DB01280,Nelarabine,0
DB01281,Abatacept,0
DB01282,Carbetocin,0
DB01283,Lumiracoxib,0
DB01284,Tetracosactide,0
DB01285,Corticotropin,0
DB01288,Fenoterol,0
DB01291,Pirbuterol,0
DB01294,Bismuth subsalicylate,0
DB01296,Glucosamine,0
DB01297,Practolol,0
DB01298,Sulfacytine,0
DB01299,Sulfadoxine,0
DB01301,Rolitetracycline,0
DB01303,Oxtriphylline,0
DB01306,Insulin aspart,0
DB01307,Insulin detemir,0
DB01309,Insulin glulisine,0
DB01319,Fosamprenavir,0
DB01320,Fosphenytoin,0
DB01322,Kava,0
DB01323,St. John's Wort,0
DB01324,Polythiazide,0
DB01325,Quinethazone,0
DB01326,Cefamandole,0
DB01327,Cefazolin,0
DB01328,Cefonicid,0
DB01329,Cefoperazone,0
DB01330,Cefotetan,0
DB01331,Cefoxitin,0
DB01332,Ceftizoxime,0
DB01333,Cefradine,0
DB01336,Metocurine,0
DB01337,Pancuronium,0
DB01338,Pipecuronium,0
DB01339,Vecuronium,0
DB01340,Cilazapril,0
DB01344,Tolevamer,0
DB01345,Potassium cation,0
DB01346,Quinidine barbiturate,0
DB01348,Spirapril,0
DB01351,Amobarbital,0
DB01353,Butobarbital,0
DB01357,Mestranol,0
DB01359,Penbutolol,0
DB01362,Iohexol,0
DB01364,Ephedrine,0
DB01365,Mephentermine,0
DB01366,Procaterol,0
DB01367,Rasagiline,0
DB01369,Quinupristin,0
DB01370,Aluminium,0
DB01377,Magnesium oxide,0
DB01378,Magnesium cation,0
DB01380,Cortisone acetate,0
DB01381,Ginkgo biloba,0
DB01382,Glymidine,0
DB01390,Sodium bicarbonate,0
DB01392,Yohimbine,0
DB01393,Bezafibrate,0
DB01394,Colchicine,0
DB01395,Drospirenone,0
DB01396,Digitoxin,0
DB01399,Salsalate,0
DB01400,Neostigmine,0
DB01401,Choline magnesium trisalicylate,0
DB01403,Methotrimeprazine,0
DB01404,Ginseng,0
DB01406,Danazol,0
DB01407,Clenbuterol,0
DB01409,Tiotropium,0
DB01410,Ciclesonide,0
DB01413,Cefepime,0
DB01415,Ceftibuten,0
DB01416,Cefpodoxime,0
DB01418,Acenocoumarol,0
DB01419,Antrafenine,0
DB01420,Testosterone propionate,0
DB01421,Paromomycin,0
DB01424,Aminophenazone,0
DB01426,Ajmaline,0
DB01427,Amrinone,0
DB01428,Oxybenzone,0
DB01430,Almitrine,0
DB01432,Cholestyramine,0
DB01435,Antipyrine,0
DB01436,Alfacalcidol,0
DB01437,Glutethimide,0
DB01438,Phenazopyridine,0
DB01440,gamma-Hydroxybutyric acid,0
DB01452,Diamorphine,0
DB01495,Dichloralphenazone,0
DB01501,Difenoxin,0
DB01544,Flunitrazepam,0
DB01551,Dihydrocodeine,0
DB01558,Bromazepam,0
DB01559,Clotiazepam,0
DB01563,Chloral hydrate,0
DB01574,Attapulgite,0
DB01575,Kaolin,0
DB01576,Dextroamphetamine,0
DB01577,Metamfetamine,0
DB01579,Phendimetrazine,0
DB01580,Oxprenolol,0
DB01581,Sulfamerazine,0
DB01582,Sulfamethazine,0
DB01583,Liotrix,0
DB01584,Thyroglobulin,0
DB01586,Ursodeoxycholic acid,0
DB01587,Ketazolam,0
DB01588,Prazepam,0
DB01589,Quazepam,0
DB01590,Everolimus,0
DB01591,Solifenacin,0
DB01592,Iron,0
DB01593,Zinc,0
DB01595,Nitrazepam,0
DB01597,Cilastatin,0
DB01598,Imipenem,0
DB01599,Probucol,0
DB01600,Tiaprofenic acid,0
DB01601,Lopinavir,0
DB01602,Bacampicillin,0
DB01603,Meticillin,0
DB01604,Pivampicillin,0
DB01605,Pivmecillinam,0
DB01606,Tazobactam,0
DB01607,Ticarcillin,0
DB01608,Periciazine,0
DB01609,Deferasirox,0
DB01610,Valganciclovir,0
DB01611,Hydroxychloroquine,0
DB01612,Amyl Nitrite,0
DB01613,Erythrityl tetranitrate,0
DB01616,Alverine,0
DB01618,Molindone,0
DB01619,Phenindamine,0
DB01620,Pheniramine,0
DB01621,Pipotiazine,0
DB01623,Thiothixene,0
DB01624,Zuclopenthixol,0
DB01625,Isopropamide,0
DB01626,Pargyline,0
DB01627,Lincomycin,0
DB01628,Etoricoxib,0
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,0
DB01638,Sorbitol,0
DB01656,Roflumilast,0
DB01698,Rutin,0
DB01708,Prasterone,0
DB01718,Cetrimonium,0
DB01744,Camphor,0
DB01764,Dalfopristin,0
DB01783,Pantothenic acid,0
DB01839,Propylene glycol,0
DB01914,D-glucose,0
DB01956,Taurine,0
DB01987,Cocarboxylase,0
DB02266,Flufenamic acid,0
DB02300,Calcipotriol,0
DB02325,Isopropyl alcohol,0
DB02362,Aminobenzoic acid,0
DB02513,Thymol,0
DB02530,gamma-Aminobutyric acid,0
DB02546,Vorinostat,0
DB02638,Terlipressin,0
DB02659,Cholic Acid,0
DB02701,Nicotinamide,0
DB02703,Fusidic acid,0
DB02772,Sucrose,0
DB02789,Pregnenolone,0
DB02893,D-Methionine,0
DB02925,Piretanide,0
DB02959,Oxitriptan,0
DB03017,Lauric acid,0
DB03085,Glycolic acid,0
DB03088,Pidolic acid,0
DB03128,Acetylcholine,0
DB03147,Flavin adenine dinucleotide,0
DB03166,Acetic acid,0
DB03175,Propyl alcohol,0
DB03193,Stearic acid,0
DB03209,Oteracil,0
DB03247,Flavin mononucleotide,0
DB03255,Phenol,0
DB03310,Glutathione disulfide,0
DB03312,Brivudine,0
DB03404,Hemin,0
DB03585,Oxyphenbutazone,0
DB03614,Mecobalamin,0
DB03615,Ribostamycin,0
DB03619,Deoxycholic acid,0
DB03754,Tromethamine,0
DB03756,Doconexent,0
DB03766,Propanoic acid,0
DB03793,Benzoic acid,0
DB03796,Palmitic Acid,0
DB03808,Hexamidine,0
DB03843,Formaldehyde,0
DB03904,Urea,0
DB03929,D-Serine,0
DB04038,Ergosterol,0
DB04115,Berberine,0
DB04160,Pyrophosphoric acid,0
DB04173,Fructose,0
DB04209,Dequalinium,0
DB04221,Didecyldimethylammonium,0
DB04224,Oleic Acid,0
DB04272,Citric acid,0
DB04339,Carbocisteine,0
DB04348,Taurocholic acid,0
DB04398,Lactic acid,0
DB04465,Lactose,0
DB04540,Cholesterol,0
DB04564,Gluconolactone,0
DB04570,Latamoxef,0
DB04571,Trioxsalen,0
DB04572,Thiotepa,0
DB04573,Estriol,0
DB04574,Estrone sulfate,0
DB04575,Quinestrol,0
DB04657,Carboxin,0
DB04703,Hesperidin,0
DB04711,Iodipamide,0
DB04743,Nimesulide,0
DB04794,Bifonazole,0
DB04812,Benoxaprofen,0
DB04813,Bithionol,0
DB04815,Clioquinol,0
DB04816,Dantron,0
DB04817,Metamizole,0
DB04820,Nialamide,0
DB04821,Nomifensine,0
DB04822,Oxeladin,0
DB04824,Phenolphthalein,0
DB04825,Prenylamine,0
DB04826,Thenalidine,0
DB04827,Urethane,0
DB04832,Zimelidine,0
DB04834,Rapacuronium,0
DB04835,Maraviroc,0
DB04837,Clofedanol,0
DB04838,Cyclandelate,0
DB04839,Cyproterone acetate,0
DB04840,Debrisoquine,0
DB04841,Flunarizine,0
DB04842,Fluspirilene,0
DB04843,Mepenzolate,0
DB04844,Tetrabenazine,0
DB04845,Ixabepilone,0
DB04846,Celiprolol,0
DB04854,Febuxostat,0
DB04855,Dronedarone,0
DB04861,Nebivolol,0
DB04864,Huperzine A,0
DB04865,Omacetaxine mepesuccinate,0
DB04868,Nilotinib,0
DB04871,Lorcaserin,0
DB04876,Vildagliptin,0
DB04880,Enoximone,0
DB04890,Bepotastine,0
DB04895,Pegaptanib,0
DB04896,Milnacipran,0
DB04897,Lucinactant,0
DB04898,Ximelagatran,0
DB04899,Nesiritide,0
DB04908,Flibanserin,0
DB04911,Oritavancin,0
DB04918,Ceftobiprole,0
DB04920,Clevidipine,0
DB04923,rhThrombin,0
DB04930,Permethrin,0
DB04931,Afamelanotide,0
DB04932,Defibrotide,0
DB04938,Ospemifene,0
DB04941,Crofelemer,0
DB04945,Hemoglobin,0
DB04946,Iloperidone,0
DB04948,Lofexidine,0
DB04951,Pirfenidone,0
DB04953,Ezogabine,0
DB05013,Ingenol mebutate,0
DB05015,Belinostat,0
DB05016,Ataluren,0
DB05018,Migalastat,0
DB05039,Indacaterol,0
DB05057,Erdosteine,0
DB05084,Abaloparatide,0
DB05099,Ancrod,0
DB05109,Trabectedin,0
DB05154,Pretomanid,0
DB05219,Crisaborole,0
DB05239,Cobimetinib,0
DB05245,Silver sulfadiazine,0
DB05246,Methsuximide,0
DB05259,Glatiramer,0
DB05260,Gallium nitrate,0
DB05271,Rotigotine,0
DB05273,Samarium (153Sm) lexidronam,0
DB05276,Hepatitis B Immune Globulin,0
DB05294,Vandetanib,0
DB05299,keyhole limpet hemocyanin,0
DB05311,Ecallantide,0
DB05316,Pimavanserin,0
DB05332,Romiplostim,0
DB05336,Obiltoxaximab,0
DB05351,Dexlansoprazole,0
DB05368,Ragweed pollen extract,0
DB05381,Histamine,0
DB05382,Iodine,0
DB05389,Tetrachlorodecaoxide,0
DB05521,Telaprevir,0
DB05528,Mipomersen,0
DB05541,Brivaracetam,0
DB05578,Ramucirumab,0
DB05630,Sodium stibogluconate,0
DB05676,Apremilast,0
DB05679,Ustekinumab,0
DB05773,Trastuzumab emtansine,0
DB05777,Thrombomodulin Alfa,0
DB05812,Abiraterone,0
DB05829,Parathyroid hormone,0
DB05889,Inotuzumab ozogamicin,0
DB05990,Obeticholic acid,0
DB06014,Eteplirsen,0
DB06016,Cariprazine,0
DB06043,Olaratumab,0
DB06077,Lumateperone,0
DB06081,Caplacizumab,0
DB06119,Cenobamate,0
DB06137,Tirbanibulin,0
DB06144,Sertindole,0
DB06145,Spiramycin,0
DB06147,Sulfathiazole,0
DB06148,Mianserin,0
DB06149,Teicoplanin,0
DB06150,Sulfadimethoxine,0
DB06151,Acetylcysteine,0
DB06152,Nylidrin,0
DB06153,Pizotifen,0
DB06154,Pentaerythritol tetranitrate,0
DB06155,Rimonabant,0
DB06168,Canakinumab,0
DB06174,Noscapine,0
DB06176,Romidepsin,0
DB06186,Ipilimumab,0
DB06193,Pixantrone,0
DB06196,Icatibant,0
DB06201,Rufinamide,0
DB06202,Lasofoxifene,0
DB06203,Alogliptin,0
DB06204,Tapentadol,0
DB06205,Hyaluronidase (human recombinant),0
DB06206,Sugammadex,0
DB06207,Silodosin,0
DB06209,Prasugrel,0
DB06210,Eltrombopag,0
DB06211,Doripenem,0
DB06212,Tolvaptan,0
DB06213,Regadenoson,0
DB06215,Ferumoxytol,0
DB06216,Asenapine,0
DB06217,Vernakalant,0
DB06218,Lacosamide,0
DB06219,Dalbavancin,0
DB06228,Rivaroxaban,0
DB06230,Nalmefene,0
DB06237,Avanafil,0
DB06243,Eflornithine,0
DB06249,Arzoxifene,0
DB06261,Hexaminolevulinate,0
DB06262,Droxidopa,0
DB06267,Udenafil,0
DB06268,Sitaxentan,0
DB06271,Sulodexide,0
DB06273,Tocilizumab,0
DB06274,Alvimopan,0
DB06282,Levocetirizine,0
DB06283,Ziconotide,0
DB06285,Teriparatide,0
DB06287,Temsirolimus,0
DB06288,Amisulpride,0
DB06290,Simeprevir,0
DB06292,Dapagliflozin,0
DB06317,Elotuzumab,0
DB06335,Saxagliptin,0
DB06343,Teprotumumab,0
DB06361,rsPSMA Vaccine,0
DB06366,Pertuzumab,0
DB06372,Rilonacept,0
DB06401,Bazedoxifene,0
DB06402,Telavancin,0
DB06403,Ambrisentan,0
DB06404,Human C1-esterase inhibitor,0
DB06410,Doxercalciferol,0
DB06412,Oxymetholone,0
DB06413,Armodafinil,0
DB06414,Etravirine,0
DB06415,Calfactant,0
DB06439,Tyloxapol,0
DB06441,Cangrelor,0
DB06448,Lonafarnib,0
DB06480,Prucalopride,0
DB06589,Pazopanib,0
DB06590,Ceftaroline fosamil,0
DB06594,Agomelatine,0
DB06595,Midostaurin,0
DB06602,Reslizumab,0
DB06603,Panobinostat,0
DB06605,Apixaban,0
DB06607,Catumaxomab,0
DB06608,Tafenoquine,0
DB06612,Mepolizumab,0
DB06614,Peramivir,0
DB06616,Bosutinib,0
DB06626,Axitinib,0
DB06636,Isavuconazonium,0
DB06637,Dalfampridine,0
DB06643,Denosumab,0
DB06650,Ofatumumab,0
DB06654,Safinamide,0
DB06655,Liraglutide,0
DB06663,Pasireotide,0
DB06674,Golimumab,0
DB06681,Belatacept,0
DB06684,Vilazodone,0
DB06688,Sipuleucel-T,0
DB06689,Ethanolamine oleate,0
DB06690,Nitrous oxide,0
DB06691,Mepyramine,0
DB06692,Aprotinin,0
DB06694,Xylometazoline,0
DB06695,Dabigatran etexilate,0
DB06697,Artemether,0
DB06698,Betahistine,0
DB06699,Degarelix,0
DB06700,Desvenlafaxine,0
DB06701,Dexmethylphenidate,0
DB06702,Fesoterodine,0
DB06703,Gadobutrol,0
DB06704,Iobenguane,0
DB06705,Gadofosveset trisodium,0
DB06706,Isometheptene,0
DB06707,Levonordefrin,0
DB06708,Lumefantrine,0
DB06709,Methacholine,0
DB06710,Methyltestosterone,0
DB06711,Naphazoline,0
DB06712,Nilvadipine,0
DB06713,Norelgestromin,0
DB06714,Propylhexedrine,0
DB06715,Potassium Iodide,0
DB06716,Fospropofol,0
DB06717,Fosaprepitant,0
DB06718,Stanozolol,0
DB06719,Buserelin,0
DB06720,Velaglucerase alfa,0
DB06723,Aluminum hydroxide,0
DB06724,Calcium carbonate,0
DB06725,Lornoxicam,0
DB06729,Sulfaphenazole,0
DB06736,Aceclofenac,0
DB06742,Ambroxol,0
DB06751,Drotaverine,0
DB06752,Chymopapain,0
DB06753,Triclofos,0
DB06754,Danaparoid,0
DB06755,Beta carotene,0
DB06756,Glycine betaine,0
DB06757,Manganese,0
DB06759,Fomivirsen,0
DB06760,Sacrosidase,0
DB06761,Beractant,0
DB06762,Pinacidil,0
DB06764,Tetryzoline,0
DB06766,Alcaftadine,0
DB06767,Ammonium chloride,0
DB06768,Ammonium lactate,0
DB06769,Bendamustine,0
DB06770,Benzyl alcohol,0
DB06771,Besifloxacin,0
DB06772,Cabazitaxel,0
DB06773,Human calcitonin,0
DB06774,Capsaicin,0
DB06775,Carglumic acid,0
DB06776,Sodium cellulose phosphate,0
DB06777,Chenodeoxycholic acid,0
DB06778,Cupric sulfate,0
DB06779,Dalteparin,0
DB06780,Desoxycorticosterone acetate,0
DB06781,Difluprednate,0
DB06782,Dimercaprol,0
DB06783,Prussian blue,0
DB06784,Gallium citrate Ga-67,0
DB06785,Ganirelix,0
DB06786,Halcinonide,0
DB06787,Hexocyclium,0
DB06788,Histrelin,0
DB06789,Hydroxyprogesterone caproate,0
DB06791,Lanreotide,0
DB06792,Lanthanum carbonate,0
DB06794,Lodoxamide,0
DB06795,Mafenide,0
DB06796,Mangafodipir,0
DB06797,Mebutamate,0
DB06799,Methenamine,0
DB06800,Methylnaltrexone,0
DB06802,Nepafenac,0
DB06803,Niclosamide,0
DB06804,Nonoxynol-9,0
DB06807,Phenyl aminosalicylate,0
DB06809,Plerixafor,0
DB06810,Plicamycin,0
DB06811,Polidocanol,0
DB06812,Povidone-iodine,0
DB06813,Pralatrexate,0
DB06814,Protokylol,0
DB06815,Pyrithione,0
DB06816,Pyrvinium,0
DB06817,Raltegravir,0
DB06819,Phenylbutyric acid,0
DB06820,Sulconazole,0
DB06821,Sulfameter,0
DB06822,Tinzaparin,0
DB06823,Tiopronin,0
DB06824,Triethylenetetramine,0
DB06825,Triptorelin,0
DB06826,Unoprostone,0
DB06827,Viomycin,0
DB07565,Chloramphenicol succinate,0
DB07776,Flavone,0
DB08329,Sulthiame,0
DB08439,Parecoxib,0
DB08604,Triclosan,0
DB08797,Salicylamide,0
DB08799,Antazoline,0
DB08801,Dimetindene,0
DB08804,Nandrolone decanoate,0
DB08809,Dichloroacetic acid,0
DB08813,Nadroparin,0
DB08814,Triflusal,0
DB08815,Lurasidone,0
DB08816,Ticagrelor,0
DB08818,Hyaluronic acid,0
DB08819,Tafluprost,0
DB08820,Ivacaftor,0
DB08822,Azilsartan medoxomil,0
DB08823,Spinosad,0
DB08824,Ioflupane I-123,0
DB08826,Deferiprone,0
DB08827,Lomitapide,0
DB08828,Vismodegib,0
DB08842,Acetylcarnitine,0
DB08860,Pitavastatin,0
DB08862,Cholecystokinin,0
DB08864,Rilpivirine,0
DB08865,Crizotinib,0
DB08867,Ulipristal,0
DB08868,Fingolimod,0
DB08869,Tesamorelin,0
DB08870,Brentuximab vedotin,0
DB08871,Eribulin,0
DB08872,Gabapentin enacarbil,0
DB08873,Boceprevir,0
DB08874,Fidaxomicin,0
DB08875,Cabozantinib,0
DB08876,Taliglucerase alfa,0
DB08877,Ruxolitinib,0
DB08879,Belimumab,0
DB08880,Teriflunomide,0
DB08881,Vemurafenib,0
DB08882,Linagliptin,0
DB08883,Perampanel,0
DB08884,Gadoxetic acid,0
DB08885,Aflibercept,0
DB08886,Asparaginase Erwinia chrysanthemi,0
DB08887,Icosapent ethyl,0
DB08888,Ocriplasmin,0
DB08889,Carfilzomib,0
DB08890,Linaclotide,0
DB08893,Mirabegron,0
DB08894,Peginesatide,0
DB08895,Tofacitinib,0
DB08896,Regorafenib,0
DB08897,Aclidinium,0
DB08898,Glucarpidase,0
DB08899,Enzalutamide,0
DB08900,Teduglutide,0
DB08901,Ponatinib,0
DB08902,Raxibacumab,0
DB08903,Bedaquiline,0
DB08904,Certolizumab pegol,0
DB08905,Formestane,0
DB08906,Fluticasone furoate,0
DB08907,Canagliflozin,0
DB08908,Dimethyl fumarate,0
DB08909,Glycerol phenylbutyrate,0
DB08910,Pomalidomide,0
DB08911,Trametinib,0
DB08912,Dabrafenib,0
DB08913,Radium Ra 223 dichloride,0
DB08916,Afatinib,0
DB08917,Ferric carboxymaltose,0
DB08918,Levomilnacipran,0
DB08930,Dolutegravir,0
DB08931,Riociguat,0
DB08932,Macitentan,0
DB08933,Luliconazole,0
DB08934,Sofosbuvir,0
DB08935,Obinutuzumab,0
DB08936,Chlorcyclizine,0
DB08938,Magaldrate,0
DB08941,Isoxsuprine,0
DB08942,Isoxicam,0
DB08943,Isoconazole,0
DB08944,Isoaminile,0
DB08946,Iopanoic acid,0
DB08947,Iopamidol,0
DB08949,Inositol nicotinate,0
DB08950,Indoramin,0
DB08958,Hexetidine,0
DB08964,Gemeprost,0
DB08965,Fusafungine,0
DB08966,Fursultiamine,0
DB08967,Dimetotiazine,0
DB08971,Fluocortolone,0
DB08973,Fluclorolone acetonide,0
DB08976,Floctafenine,0
DB08981,Fenbufen,0
DB08985,Etilefrine,0
DB08987,Etidocaine,0
DB08988,Ethoheptazine,0
DB08995,Diosmin,0
DB09009,Articaine,0
DB09015,Canrenoic acid,0
DB09016,Butriptyline,0
DB09019,Bromhexine,0
DB09020,Bisacodyl,0
DB09026,Aliskiren,0
DB09027,Ledipasvir,0
DB09029,Secukinumab,0
DB09030,Vorapaxar,0
DB09031,Miltefosine,0
DB09033,Vedolizumab,0
DB09034,Suvorexant,0
DB09035,Nivolumab,0
DB09036,Siltuximab,0
DB09037,Pembrolizumab,0
DB09038,Empagliflozin,0
DB09039,Eliglustat,0
DB09040,Efinaconazole,0
DB09041,Tavaborole,0
DB09042,Tedizolid phosphate,0
DB09043,Albiglutide,0
DB09045,Dulaglutide,0
DB09046,Metreleptin,0
DB09047,Finafloxacin,0
DB09048,Netupitant,0
DB09049,Naloxegol,0
DB09050,Ceftolozane,0
DB09051,Elosulfase alfa,0
DB09052,Blinatumomab,0
DB09053,Ibrutinib,0
DB09054,Idelalisib,0
DB09055,Acipimox,0
DB09056,Amorolfine,0
DB09057,Anthrax immune globulin human,0
DB09059,Atosiban,0
DB09060,Avibactam,0
DB09061,Cannabidiol,0
DB09063,Ceritinib,0
DB09064,Ciprofibrate,0
DB09065,Cobicistat,0
DB09066,Corifollitropin alfa,0
DB09067,Corticorelin ovine triflutate,0
DB09068,Vortioxetine,0
DB09069,Trimetazidine,0
DB09070,Tibolone,0
DB09071,Tasimelteon,0
DB09072,Sodium oxybate,0
DB09073,Palbociclib,0
DB09074,Olaparib,0
DB09075,Edoxaban,0
DB09076,Umeclidinium,0
DB09077,Dinutuximab,0
DB09078,Lenvatinib,0
DB09079,Nintedanib,0
DB09080,Olodaterol,0
DB09081,Idebenone,1
DB09082,Vilanterol,0
DB09083,Ivabradine,0
DB09084,Benzydamine,0
DB09085,Tetracaine,0
DB09086,Eugenol,0
DB09087,Potassium alum,0
DB09088,Amylocaine,0
